,stars,comments
69,1.0 stars,"  After two years of buying this dream, it became a nightmare when it just refused to power on. Took it to a service centre and I was told they had to replace the mother board for Rsm 46,000. Reading the reviews, I realize there are a whole lot of people who have faced the same problem like me. It is evident that defective pieces are being sold online. No more Mac priducts for me. I have learnt my lesson. However, if you still feel you must buy this product, please don't buy it online but pay it from a store."
70,5.0 stars,"  Pros -1) Looks  Splendid and amazing.2) Genuine Apple product and so light .3) Extremely Fast , can multi task.4) Above average battery / just shut the lid and open it anytime ( it will not buffer )5) if you have an I phone  , you can connect it and life is simpler and can sync everything.6) Go for it if you want to browse , watch videos and best if you are lazy/laid back as the Mac book air opens so quick and you can continue from where you left or if you wish to search something and would like to see an answer asap rather than waiting for your windows to open and buffer etc etc and lose interest ( been there done that :) )Cons1) storage is very less ( 128 gb)2) mostly for browsing and can do Usual ppt/excel office work .3) Big no for gaming and for heavy editing4) 2017 model"
71,5.0 stars,"  Honestly, there's nothing like a Mac. It works so fast and so smooth.My work requires multiple windows each containing 20-40 tabs open at a time.Not once has it slowed down or lagged.I work really fast and keep switching tabs and apps and I have no issues.If you're working from home, this is definitely worth it. You don't have to wait for things to load.I've been using Mac since 2015 and I can't go back. I bought this one in Dec 2019 at Rs. 57000. Totally worth it."
72,1.0 stars,  This seems to be a common problem for the MacBook sold by Amazon. Bought my MacBook Air from Amazon in Mar of 2019. Mac completely stopped working after a year and a half. Authorised service centre says Logic board is the problem and Apple recommends a the complete logic board to be replaced which costs Rs 35000/-. How illogical is that when Amazon is selling the MacBook Air at Rs.65000/-. The question is if Amazon is cheating us in India?
73,1.0 stars,"  I bought it with very high expectation, but its logic board got damaged in 1.5 years only. The repalcement charges for logic board is around 40500INR. I am very dissappointed with the product and I am switching back to windows."
74,4.0 stars,"  This MacBook is low on price and very nice to use. First of all, it's apple and the product is excellent. I have been an apple user bit never used a MacBook before. The quality is 1st class but in case of display if you look closely you can see pixels but not big of and issue. It is working nicely and fast but one thing is clear... *IT IS NOT FOR GAMING* games will lag but you can still play apple arcade or play games from browser... A thing is apps like netflix and ms teams, Pinterest, Spotify etc. U can not find in app store but you can get em from the web browser. Lemme tell u battery life is OUTSTANDING it litterally charges in 5 mins trust me and lasts long ✌️😋Overall I'll give it 4 stars for display and games but if you are thinking to buy it, go for it don't think twice 🤗 thank you for reading this and *GO FOR IT*"
75,1.0 stars,"  Amazon delivering defected products amazon made delay in delivery of appx. 4days even after continue follow ups CC, they guys are also trained in giving fake/wrong information. After that it stop working automatically i visited Apple Store three time within 2 weeks of purchase it still not working properly. Even on twitter apple is not responding buying apple products is just wastage of money. Amazon n Apple this time made a best combination cause they proved these both are worst."
76,5.0 stars,  Defective keyboard. Manufacturing defect. Had to return.Update:For it replaced. New product. Working very well.
77,2.0 stars,"  The product is what it is you can refer to tons of websites which are much better for seeing laptop reviews and relevant as well. i would only refer to my amazon experience for this product. even after 5 days of delivery the product purchase is not verified with apple yet, meaning, i am unable to get any support from apple on anything while setting things up in my new laptop.  I tried following up with Amazon through email, call, chat and what not and they are easy to get to deliver an expensive item but difficult to get hold of for any follow up post sale.i am still following up with them to register my purchase with apple and my overall review rating is purely for Amazon and not for Apple."
78,2.0 stars,"  Everything was fine until one fateful day, the laptop decided not to work! When I checked with Apple service centre, they are telling logic board to be replaced and it costs 45k! Since I did not purchase any additional warranty, neither I cannot repair this nor cannot leave just like thatSurprisingly the fault happened after few months of 1year warranty with no sign of faulty behavior until that last day!If you are Apple Fan buy with additional warranty else buy some other laptop"
79,1.0 stars,"  One of the worst product i have ever bought. The screen will get fade out after the end of the product warranty. You wouldn't have any option rather taking the laptop to service center. You would have to bear a huge cost for that.. around 15k to 25+k.. which means you need to buy a brand new laptop.In one word, ""Waste of Money""."
80,1.0 stars,  Worst Laptop in the history of Mankind. Its has a scam software which makes it dead and when it reaches the recycler it becomes active after software rewriting. It is a SCAM by APPLE. Earlier cases have been reported in USA and apple have lost many cases in this regard. Overall Apple is FRAUD.
81,5.0 stars,"  Bought this during Diwali sale. Apple is amazing. I was confused between Dell/HP touchscreen laptops and Macbook. Then after going through every single detail, I must say this is very powerful machine. If you dont require so much softwares , then definitely go for it. Being a researcher and student, whatever i need is easily available through softonic or other websites. and it has good substitute of MS Office. Battery Back up is very good. I use it for 7-8 hours a day and normally it can be used for upto 15 hours."
82,1.0 stars,  This is the worst  apple product I have ever seen ...6 month After purchase of this fake book ...some of its keys of keyboard  stopped working ...So the service center  replace my keyboard with the new one ...But after some months with  the new replaced  keyboard some of its key again stopped working .All these things happen in one year and 3 month timeline which is roughly 1.5 years of original purchase date ... ...When I spoke to the service center they told me that the warranty is over you need to pay 12000 rs ...So I don't have any option. The cost is too high. ..So now I m working with the external keyboard which cost me merely 200 rs ... My friend bought the same macbook from the showroom and i must say its really working good and it doesnt show any fault at all .Till now .i wish i also bought this macbook from the showroom ....
83,2.0 stars,"  Very handy laptop, light weight and portable. Mac OS is super cool. Battery backup was good. Defective product recieved,within 2 months of use, laptop gets switched off suddenly while on battery. Requires power input to restart again.Contacted service centre, they told its motherboard problem and replaced motherboard under warranty, but problem still persisting. Laptop still at service center. Earlier i was using toshiba laptop, satellite 340,lasted 8 yrs without any problem. Paid a premium for macbook air very dissapointed with apple quality of products. And to repair it outside warranty, parts cost as much as the laptop itself🙄"
84,1.0 stars,  Well the product's logic board is dead in less than 2 year. I am a regular user and only use it for routine office work. So much of apple quality.
85,5.0 stars,"  Battery life ~ not goodGaming~ worstScreen quality~ average , it's been 2 year the screen has gone.Worst laptop you can buy under ~50000Go for Asus laptop they are better and more durable."
86,5.0 stars,"  I was looking for an affordable long lasting light laptop and my search led me to this. I know Apple has launch a new Air but this is still a good performer and with the recent price cut this laptop makes so much sense. I was using MacBook Pro for last 8 years, and after it retired this replaced the Pro and is not doing a bad job at it at all."
87,5.0 stars,"  MacBook Air is excellent. The build is super strong, the operating systems runs smooth. The trackpad and keyboard are great. The only thing that can be improved is its screen (the visuals). Not as good as expected. The hard disk is too small but if you carry an external hard disk you can solve that problem. Got it at the price of a Dell Windows laptop during Amazon sale. A great deal."
88,1.0 stars,"  I shall never recommend To buy expensive Mac air laptops or Mac book on line. Just after one month of purchase, the screen disappeared. Not even switching on. It looks like the Delhi retailer played with it, disposing off a old model with defective piece. This fault should have happened in 15 days but happened after 30 days. So much disappointment beyond imagination."
89,1.0 stars,"  The macbook received has a faulty keyboard. The keys are taking wrong input. eg: on pressing @, the macbook is receiving "" as input. It's really irritating as there is no option to return or replace the product via Amazon. Please help ASAP. Its an expensive purchase and there is no support from Amazons end."
90,1.0 stars,"  General observation, Do not buy expensive electronics from Amazon as thy have no quality control in place/checks on their vendors. Mostly, vendors pass on defective items to customers. It is true across categories."
91,5.0 stars,"  I was apprehensive of buying Apple product from Amazon as some reviews suggested that imported items are being sold. However what I got was fresh and genuine product, I checked warranty on Apple site with serial no. All serial no - on bill, box, inner box and in macOS itself were consistent. Display is too good and it feels like butter operating the device. Only thing is that price difference between this and 256GB version is too much."
92,3.0 stars,  Good Performance. Though it heats up often despite all Software Updates.
93,1.0 stars,"  Display and motherboard defective. Had a horrible time, tried applying for replacement. Couldn’t get it because amazon has a 7 day replacement warranty that I had missed. Please be careful when buying this machine. Make sure you check it thoroughly immediately and file a report even if you find a small issue. Screen flickering could be motherboard/display issue or both.Won’t recommend this laptop. And unfortunately I am stuck with it."
94,5.0 stars,"  The MacBook is good in-terms of what it is designed for. The laptop is light weight so no hassle while carrying during travels. The backlit keyboard is a good advantage to work in low light. The performance is good, I use it for game development and I have not faced any problems until now. The transition from Windows to Mac was easy, not much of a hassle, initial few days, to understand the shortcut keys and how to operate will be little bit slow, post that it is just a breeze. Many applications are supported, no issue in bluetooth or USB connectivity or WIFI connectivity."
95,5.0 stars,  Always apple is the best product.build quality and software works together.u can’t use this one for media purposes.its one time investment for office use.
96,1.0 stars,"  I have my worst nightmare with the macbook air I bought. I bought it on theOctober 2018, it got into teouble in the month april 2019. It would turn was trying to restart automatically. I then reoaired it from apple care. It again got dead and woulnt turn onn. I put all the money into water. I dont know what to do with this."
97,1.0 stars,  First Time Worst experience with an apple product....I bought a Mac book air...new product not getting switched on!did all troubleshooting guided by technical team from Amazon and Apple!what a quality test from Apple?! Primium product with primium price!!!!!!!In future I should think twice before buying!
98,1.0 stars,"  Disappointed as the MacBook came with a scratch , non laminated box, no sticker on the full body of the macbook and a scratch!!Moreover the charger refused to charge. Looks like a used item being sent. Even the instruction manuals were crumpled.Didn't feel like a new MacBook. Couldn't charge as the charger refused to turn on and charge.Now Amazon doesn't have an option for replacement! So returning 😡😡"
99,1.0 stars,"  Ordered an Apple Mac Book Air. Utterly disappointed when we tried to set it up . The keys wouldn’t work. To say that it was shocking would not be further from the truth because when you order a high end product like this you don’t expect a defective piece which has scratches on it. While we wanted a refund, that was denied and a new piece was sent. For now it’s working fine but there’s always a doubt now. Really disappointed and let down by Amazon.."
100,2.0 stars,"  I bought two pieces of this , because I really heard good comments about it but unfortunately just after the 2nd year both of them have faced problems, one faced mother board problem and another one screen problem. I am sorry but if your looking for long lasting laptops then don’t buy this model. It’s waste of money. This model of Apple is not good at all."
101,3.0 stars,"  Everything about this product seems to be fine as of now. Got an option to upgrade to higher OS and install tools required for my work. Except for not so good sound quality while watching movies through itunes stores, other aspect seems to be fine. Higher storage options (256 GB) may be required for power users who may want to app development on this system. Current configuration suits light - medium heavy user(I belong to this category)- (need xcode debugging feature for my projects )."
102,5.0 stars,"  It's the best investment I have made. I would have regret if would have bought a windows laptop instead. You have to just compromise with the screen quality. But what else you get worths buying this. Best performance in this price, best battery life in any laptop in this price range or this may be better than other expensive windows laptops, you get the best build quality and a reliable and secure OS i.e macOS. Guys, if you can afford this, please ignore windows laptop, only if you can compromise with screen quality. You may get better screen quality in the cheapest windows laptops, but everything else, won't be worth compromising. I bet you..Get it today..!"
103,3.0 stars,  There is a saying in our language which tells us everything degrades over time but I did not expect this to be true for an apple laptop of less than a year. My battery life which used to be around 12 hours when I bought this thing is now down to about 6And I watch less movies now and use more apps like word or Internet now than I did back then. I don't even play games on this!!!!
104,1.0 stars,  My macbook air which I ordered on amazon through appario retails started having trouble 2 months after the purchase. Service center people told me that it's logic board was defective. Also is warranty was not updated by amazon. Serial number of the order was blurred on the invoice copy which I got with the device. There was no option of online device on the app. I had a lot of trouble updating its warranty with apple. There is no option of any feedback or how to contact amazon that's why I am writing here. I am not going to purchase any electronic item on amazon again as I have had a terrible experience. I also request other ppl to do the same
105,3.0 stars,"  Having used this MacBook Air for almost one week, I wish to say this is a value for money(I paid INR 57,000) for those who are wanting for a MacBook for general use. The highlights are its compact size, above average computing performance, longer battery backup. The drawback is a significantly low on display resolution. I was sadly disappointed knowing this after product was delivered. Having used a MacBook Pro for more than 2 years with a higher resolution display, I'm not able to digest using a below average resolution laptop. If the display resolution is one of your three major requirements of a laptop go for a MacBook Pro or another brand."
106,4.0 stars,"  writing this review after using 1year of laptop, geniune review, never any complaint about batterylife it is awesome. just a problem is with for engineering background student or any heavy laptop user for editing work and all, generally most of the applications can be downloaded online from google, but heavy apps like solidwork and video editing is quite difficult in this laptop. autocad can be run easily , main problem arise when you learn online in which mostly youtube videos are based on windows operating sysytem. maorever its a brand it will give you different look than other ."
107,4.0 stars,  This product claims to come preinstalled with OSX Sierra but instead comes with Catalina.Please update that in your description.I purchased the product only because i wanted OSX Sierra and got disappointed with Catalina.
108,5.0 stars,  I am in love with my MacBook. Its smart. It never hangs. Its fast. Sound quality is commendable. The picture quality is just fabulous. Its worth money and time. I can run any programs in it. It has sofisticated software that can compile any language programs.
109,5.0 stars,"  Writing review after using it for 3 weeks1. Charged it twice....And it would not charge 3rd time- but surprisingly the battery lasted 10 hours and I could finish my important presentation. 10/102.The customer care told that charging port had issue  - and what a pleasant  surprise they changed whole motherboard for free Excellent customer care 10/103. Touch pad had an issue but again it surprised me-- the immediate next day it came back.. wowTheir application at customer care is so good. Don't even have to stand in que.. booking appointments is so easy... And service centre was also very good. Had plenty of comfortable seats. Drinking water facility too. Customer care right in the heart of city and it was air conditioned.Will update reviews about laptop once I get to use it...A very Good company, Go for it... :)"
110,5.0 stars,  Don't want to mention anything for apple MAC book :)Super product
111,5.0 stars,"  Your browser does not support HTML5 video.   Purchased Macbook Air @ 58k from Amazon Sale in Oct 2020. It's the best laptop I have ever purchased in my life. You will fall in love with Mac for sure.Pros:Look wise and build quality 10 out of 10.Good screen qualityGood sound qualityGood battery backupGood keys and track padGood camera qualityLight weightHard disk drive is accessibleCons:Not for gamers.After sales, accessories and parts are costly.SSD is only 128 GB."
112,1.0 stars,  The screen has been flickering badly since the day I received it. I have been trying to get in touch with the retailer but no luck yet. The process is made difficult deliberately to delay the return. Highly disappointed.
113,5.0 stars,"  Its said once an Apple user is always an apple user. I was using MAC Book Pro early 2012 and now i went for this one. Superb battery life and light weight. Being a corporate user I don't have requirement of gaming etc. Well, Storage could be a problem if you wish to keep bulk files. Else just go for it.  post installing MS office suite etc i am left with around 50GB, which i am comfortable with . If required I use my 1.5 TB external disk."
114,1.0 stars,  The worst laptop I have ever seen except battery. I thought of Apple laptops are useful after 1 year as it is a biggest brand name in world. But i regret of it i will never recommend apple laptop in future.
115,1.0 stars,  Laptop is awesome and very smooth but If you are buying this laptop make sure to extend the warranty otherwise it will be waste of your money after few years. Repairing charges is almost same as the price of laptop in Apple care. the usual issue you will face is that it goes shut down automatically after using of few years and if your laptop warranty has expired then you have to pay 43k-45k for replacing the parts. If you are enough rich to buy new laptop after each and every 3-4 years then you can go for it.
116,1.0 stars,"  I was excited, because this was my first Apple product. But unfortunately got a worse than a refurbished Mac book, as I got this product on 27th Dec 2019 and till date ( Jan 1st 2020 ) I'm unable to use because it has stuck on welcome page and tried all possible ways and watched multiple videos to get over the welcome page but since 7 days got no help from Amazon team too. Never purchase any product through online"
117,2.0 stars,  The MacBook Air is not covered under the 1 year warranty that it is supposed to come with. Have tried activating the same using the product serial number and the purchase date on the apple website - but it is not accepting the same. Kindly let me know what needs to be done.
118,4.0 stars,  Apple product doesn't need any introduction in terms of quality . Great deals on Amazon convince me to purchase macbook air. Genuine product verified from Apple site and packaging was great.Pro: 1. Very sleek design  2. Backlit keyboard  3. Intel i5 processor and 8GB ram nakes this  laptop ideal for professional as well student.4. Sound and screen quality is great5. Premium touchCon: 1. Very less Hard drive space  2. This price range lot of better option available
119,5.0 stars,"  THIS IS SOMETHING I WAITED FOR YEARS , FINALLY I GOT THIS WITH A DECENT PRICE AROUND 55K.I CANT WRITE HERE A LOT BECAUSE FEELING OF USING A MAC AND HIGH SIERRA OS IS AMAZINGBUILD QUALITY IS STRONG AND PREMIUMONLY LITTLE DISAPPOINTMENT IS SCREEN RESOLUTION GRAPHICS.OVERALL A DECENT AND CLASSY PRODUCT"
120,4.0 stars,  - NO lags !!- Good Battery life !!- Fit for regular office works !!- Storage is 128 GB - Up grade costs more !!- Screen Quality is mediocre !!- Apple Mac Os is smooth but updates / App installations out of home country become buggy due to apple id Error !!- Expensive
121,5.0 stars,  Powerful machineIf you're budget is 55k then just wait for sale..Good machine for coding average editingGood for students slim n less weight..Just go with itDon't think anymore...if you're budget is strong then get letest one 2019 model hit like when you found this review is helpful
122,1.0 stars,"  The product was dead in just one and half years. Apple service is great experience but they charged Rs 2600 for checking the machine and asked another fifty-five thousand rupees for replacing the battery and board which was found to have ""issues"". Now the MacBook is with my kids😬"
123,5.0 stars,"  Couldn't have received a better laptop. Look Macs aren't for gaming.  So don't expect good gameplay. but if you really wanna get a performance, it will have it for you with a little heating.it surfs like a beast. if you do casual stuff like browsing or typing, you will be surprised. the fans rarely kick in.The battery is a bomb! Provides service all around the day with medium brightness. takes around 2-3 hrs to charge and man the safe charging system rocks. you will never tip off the mac.Editing is managed like a magical spell. no issue at all. BUT DON'T EXPECT IT TO SERVE LIKE A MACBOOK PRO, IT'S AIR.in terms of style, man it will rock you. Trust me, You won't regret."
124,5.0 stars,"  The macbook air, 2017 model is an excellent choice if you want a protable laptop with best battery life for office purpose.It's still worth investigating in this machine. (my opinion, based on my experience).Disclaimer: keeping in mind it's not a good fit for graphic designers and gamers.Feedback on customer service:unfortunately I got a damaged laptop (one key is coming out) .I have placed request for replacement.The process of putting a replacement request can be more customer friendly."
125,4.0 stars,"  Awesome MacBook Air.. Didn't want to buy the newer retina versions, as they are very difficult to get repaired.. Got this one at a very good price (With Exchange).. Also genuine product.. Sr No showed online.. Warranty started the day of delivery.. Completely Satisfied.."
126,5.0 stars,  This is a workhorse ! Awesome 12 hours plus battery life and super intuitive laptop. Only thing I don't like is tiny memory ! 1TB would be more like it !
127,5.0 stars,"  Some people say Apple MacBook is highly priced. I would suggest them to compare the features other laptop offers.For example, consider the weight and battery life all other company has the almost equivalent price. Integration of softwares is beautiful. I bought this for my son who was a window users. He was doing some simulation-based programming. When windows laptop took to fins the simulation in 9 hours, MacBook took only 4 hours."
128,5.0 stars,"  Bought it in Feb 2020Recently few days back it's motherboard got down completely.If it's under warranty, then it's okay otherwise it costs 40000 rupees.So buying is fine but remember the cost of after sales, it's way higher and beyond affordable.So buy any mac product only if you have lots of money and wants to show off a small logonto others otherwise it's not a value for money at all."
129,5.0 stars,  It's still best to buy in 2019Design is out-standingBattery life can be one of the reasons to buy because it literally give more than 10 hours(with internet use)Its weight is just 1.2 kg..i mean its sooo..lightweightI dont think anyone can complane against this product..Ya price is a bit high..But focus at the product they r giving to u..its the best laptop i would recommend in this price range..(50k-58k)+This is not for gaming so plz dont make a mistake to buy it for gamingScreen quality is quite a bit low(only if u are habitual of using 4k screen)Track pad works at it's best..the gestures they provide u..the shortcut of keypad u can never get in any other windows laptop
130,5.0 stars,"  Amazing product..it has quality written all over it..great battery, easy to adapt if you are moving from windows..the trackpad, gestures, everything is so damm goodHad read many reviews about the display being bad...it is..if you are trying to look at atomic level details..its a fantastic screen with great audio output..Everything g screams quality and premium about the macbook..love it."
131,1.0 stars,"  I purchased this laptop from AMAZON in DEC 2019.  In AUG it stopped booting up.  I visited APPLE SERVICE CENTER with LAPTOP.  As per APPLE RECORDS,  this laptop was solve din MAY 2019.  They looked at invoice provided by AMAZON and found NO SERIAL NUMBER mentioned in invoice.  I complained by calling AMAZON and was asked to give them 6 days but till now no revert back from them.  Not sure if this is a FAKE PRODUCT or What."
132,1.0 stars,"  Your browser does not support HTML5 video.   After saving for 3 months, I bought this for ₹66,000 and Apple is the last company I can expect such bad quality from.From day one this has been hanging, even after updating, the numbers and excel were working super slow. I purchased excel subscription just for this, still it stops responding in between. While charging it gets super heat up, and one day out of the blue I started hearing the processor voice.It’s not just hampering my work, but after such expensive buy you don’t wish such things to happen, it’s been a nightmare since I’ve bought this.It’s not even a month and upon contacting Amazon for replacement, they simply denied to help me. The only solution according to Amazon is to take it to Apple service centre. Even if I take a product which has been defective from the start to service centre, it’ll still give me problem in the long run and hence I demanded replacement. I even asked for refund which they said no to.Big companies like Amazon and Apple makes a fool out of you when it comes to handling customer problems in the name of company policies.₹66k is not a small amount, and seeing their policies it makes me angrier that how they treat their customers.I don’t recommend buying this from Amazon."
133,1.0 stars,"  I did not do any heavy work on this apple MacBook air. I was doing mostly documentation. The system started having problem within the warranty period, the battery was draining fast. Also, after one year and three months, the MLB needs to be replaced which cost around INR 48700. So if you  have not bought the extended warranty it's just too bad. Overall a bad bad product."
134,1.0 stars,"  So after a year of using it, unfortunately the smc chip and memory synchronisation is at fault. There is no manual resetting that works and the only option is to get the chips replaced which costs around 19k. So much for long lasting. Though I must say it worked like a pro for 1 year and now its time to bury it."
135,5.0 stars,  For gaming a NOScreen quality not as it criticised it is very nice and clear even visible in sunlight brightness is good battery easily get 8 hrs with Editting .Finally satisfied with hardware and software bit tough  if u are a windows user. But 15 days of ise u will be ok with it. Worth pricing and O recommend in even 2020 used for 25 days  and reviewed . Good machine for editing videos . Happy with amazon services and apple good one
136,5.0 stars,"  The rating isn't for Apple's performance. I exchanged my old MacBook Air 11' (2013) for MacBook Air 13.3' (2017): and I haven't been disappointed. They both are fantastic machines, there isn't a bit of change except the screen - it is slightly bigger and better...The rating for the seller - I would give 5 star for delivery and 4 star for packaging. However, the product came with multiple scratches. I am unable to conclude whose fault it is- Apple or the reseller (in this case - Cloudtail India Pvt Ltd).I have restored my previous backup and will observe the performance over the week. If it under performs- I will report it to the authorities. If it performs well, the scratches may have been anyone's fault but can be ignored...I shall update this review in a week's time..."
137,5.0 stars,  MERITS..IT IS BEST IN ITS PERFORMANCE..SOUND QUALITY IS AMAZING..NICE PICTURE QUALITY...GREAT STABILIZATION..BEST UI(USER INTERFACE)..BEST LAPTOP FOR NORMAL HUMANS🤣 >50KDEMERITSCANNOT BE USED FOR GAMINGbut If You areNot a Productive person Then only You Play games..And...THERE's nothing much bad about
138,1.0 stars,  Got defective product and Amazon is not ready to return/replace the laptop. It's battery is draining in 5 hours and screen quality is also too bad. Please go for other brands in cheaper price otherwise you may regret later that you could have gone for other options.
139,1.0 stars,  Purchased a Mac Book Air on 08/08/2019. It’s been 3just three months since I bought it and I am having issues with the keyboard. Took it to the authorised service center and was told that the keyboard has to be replaced. This is not the quality that I expect from any Apple product... utterly dissatisfied and disappointed with this purchase.
140,1.0 stars,  Worst laptop I've ever seen in my life. It's just an year of buying this from Amazon and now it is not turning on.Always handled with care but did not know this will happen. Very disappointed with Apple and its dealer. Pathetic.
141,1.0 stars,"  The key board has an issue. The dot key does not work and I have spent close to 2-3 hrs trying to solve the problem. The technical team is unqualified to solve any problem.Instead of replacing the piece they have made me run from pillar to post.I highly recommend not to  purchase of this product or any other electronic on amazon.Very bad service, there should be no questions asked, if a customer says he has a problem, the product should be replace.Very disappointed"
142,5.0 stars,"  I bought this laptop on the amazon indian festival sale. I got it at a much lower price on amazon as compared to the apple store (about 20k cheaper). Everything about the laptop is good; speed, screen quality, battery life etc.It was a total worth buy. Total recommend."
143,5.0 stars,"  After using windows laptops from almost 6 years I bought this machine. Initially it was hard to get used to the MacBook OS and it's features but trust me, after using it for a week you'll fall in love with MacBook.Pros:1. Sound Quality is really clear and good.2. Battery life is amazing, I use it daily for almost 2-4 hrs and I charge it only once in 2-3 days.3. Finger gestures are amazing.4. Speed ❤️. No lags whatsoever.Cons:1. Apple should have updated the 2017 MacBook with Retina display, although this display is works perfectly fine.2. To use some applications, you've to buy them. Can not use cracked version unlike windows.If you're looking for a laptop (non-gaming) within 50-60k budget which you want to use it for long term, buy this one."
144,5.0 stars,"  if you're not doing any hardcore processing work like coding, video editing. MacBook Air is best for the normal everyday life use.- very good battery life- amazing OS- nice sound and video quality- processor is old but it do the work for basic tasks and doesn't heat up.If its in your budget go for it you wouldn't regret it."
145,5.0 stars,  Value for money MacBook - Ideal for students - Gifted it to my son who is a iOS programmer apart from a student.His feedback has been good
146,5.0 stars,"  I preferred this over other good spec windows laptop, just for reason mac. 128 gb ssd was only concern as it may not be sufficient however adding external hd or flash drive will do the job for u. Overall even the screen is not full hd i did not find it much of the issue, however If u r concern about good display must for consider this as option. Additionaly over 13000 discount in last sale made this perfect deal."
147,5.0 stars,"  Pros: Great for work, outstanding battery life, rapid charge, keyboard is smooth, trackpad is smooth, built in 128GB SSD is worth it if you are looking for long term work performance. For 66k, I would really recommend the Air. I have installed Anaconda on it and seems there has been no issue with the background code processing so far. Sound quality is very nice, placement of the speakers really does the trick.Cons: Power adapter gets heated up very much. Would've preferred 8th or 10th Gen iCore, but I have no regrets. Will post if there are more cons to it. Let's see what more can this laptop do!"
148,1.0 stars,  i have used this product for almost two months and now slowly i am getting to know the defects it is having. i am facing problem in updating software and even the hinge is not holding the screen properly. i have not even dropped it once but problem are appearing slowly. very disappointing that amazon is sending such a defective product...
149,2.0 stars,"  I was excited and got this laptop, I am not heavy user hardly use 20-40 hours in a month, with in a year mother board got damage, at that time I was out of india and Apple store was close to my place and mother board got replaced in a day, again after a year it got shutdown when watching YouTube and not booting up, no it’s gone use less."
150,5.0 stars,"  Brilliant laptop for people who need a good laptop for professional use. Loved the look and feel of the product. Apple always makes sure to give that premium feel in every bit of it's products. Right from packaging to the product itself, everything is brilliant.This laptop is definitely not for gaming but for all other purpose this is the go-to product."
151,5.0 stars,"  If you want to go for a MacBook but don't have the budget for a pro or if your requirements are very basic like browsing, entertainment, and other normal tasks then just go for it. It is better than any other laptop at this price range. I am using it for the past two years but no issues whatsoever, a windows laptop would have given lots of issues by now."
152,3.0 stars,"  Being an Apple fan, I have no complaints about the product. I would like to keep this post w.r Amazon purchase experience and deliver standards.As always, Amazon shopping experience was amazing.Amazon delivered the product on time. That always makes me happy.I did find some minor scratches on the MacBook. That disappointed me a little.I think I was given a used piece."
153,4.0 stars,"  I have to take my laptop for servicing twice within my warranty period, one of the USB ports seems to a lil dodgy and had to be replaced.Then again, last month I had to change ,my logic board, so I'm suspecting I was handed a very old Mac which was probably forgotten in their warehouse."
154,1.0 stars,  From the very beginning the battery life was horrible . hardly 2 hours. And after using it for just a year it just stopped working . and i cannot even charge it. Terrible product sold by Amazon
155,5.0 stars,  Works perfect. Excellent for student to use for their school /  collage purpose. The speed is good graphics are good. Best is the weight which does not add anything to ur existing bag. Bought it for my kid during this lockdown and he is loving the experience.
156,4.0 stars,"  This Laptop is the best option for office work and other tasks like browsing watching movies and music, don't buy it for playing games, I don't know why in sleep mode the battery is started draining from the first day I bought the laptop, I think it's because of Mojave updates."
157,4.0 stars,  Device is good as we know about mac but this review for Amazon as i bought thia device at 78000 and aftr one day amazon sellinb this device at 65000 .. and when i decide not to receive in time of delivery then person told me that i can return this product aftr recive and reqst me to accept and then raise reqst to return but aftr receve there only option to replace the product instead of return.
158,1.0 stars,"  Guys - Product might be good, but don't go for the EMI option as its a complete cheating method to us as Amazon will tell us that ""Interest to be charged by the bank will be passed on to you as an Upfront discount"" -- This will never happen as Amazon also will put some interest though we select NO-Interest option and Bank also will put some interest when the detect the money every month -- Overall ITS A CHEATING OPTION to the customer like me :("
159,5.0 stars,"  Bought this wonderful laptop during the Amazon sale on 21st September for RS.44,990 with exchange of my old laptop for Rs.5,000, cash back of Rs.1,500 on HDFC card with pay next year 6 months no cost EMI. What else do you need more than this with 8GB ram and 1.8 GHz dual core Intel core i5 ? Well built silver colour weightless sleek apple with backlit keyboard. Never have a second thought to buy this. Just go ahead...."
160,4.0 stars,"  Very good as per Apple standards, only issue is very average battery life. Otherwise very convenient product with ease of operation and overall package of macbook features."
161,1.0 stars,"  Given 1 only for the fact that in description it's mentioned that it's having Touch Id which is not there at all in this, so please correct the description and verify rest of facts also"
162,5.0 stars,"  the worth of every penny, don't think too much for display and great wall china bezels they don't bother as the display is quit osm as I moved from dell and hp notebook screen is better in mac book  additional under 50-55k budget top one as its apple product so there never be a quality compromise, 9 to 10 hrs battery, feather-light n thin no other laptop under this budget, if apple update display to retina and reduce bezels in this model, oner 60-70k, honest review but colours on display are quite good but the super AMOLED display{samsung} u will see colour shift mainly green n red ........but u will not notice it as u compare on spot.......else osm ..."
163,1.0 stars,  its giving problems in just 4 months of use. it switch off automatically while using. i am not getting any support from Apple and authorised service center. they are unable to give me an appointment. its 0ne week and i am struggling to work as the MAcbook is not working.
164,1.0 stars,"  When i received, within 15 days i realised the hinges were loose. Then after less than 2 months very rare use i got a line on the display. The replacement window was only 10 days. Now i have given it for service and even apple doesn't have a replacement policy. So i have to use a repaired device inspite of buying new. Very disappointing."
165,1.0 stars,  Battery back up reduced after 9 months.I brought Macbook Air on 16 July 2018 @ Rs. 48500/- after cash back
166,1.0 stars,  Worst product.  With in two year the laptop stop working.  Ask 40thousand to repair.
