,stars,comments
31,5.0 stars,  Very portable fast and handy. The touch screen works ok but when using software designed for a full size screen with mouse and keyboard it can be awkward. Touching with a finger is not as accurate as a mouse and enlarging the image creates a tunnel vision situation when the whole webpage isn't visible. So bottom line a great tablet but not a replacement for a full size PC. Buying the keyboard helps a lot. With it typing is possible without giving up half the screen for a virtual keypad and there's a mouse touch pad eliminating the need to the touch screen when accuracy is needed. The connection of the charging cable and keyboard is a clever magnetic grab the eliminates the awkward insertion effort like for micro USB or headphones.
32,1.0 stars,  This was the first Microsoft hardware device I ever bought. It lasted just seven weeks before it crapped out. I returned it to Microsoft and they had the balls to replace it with a refurbished item. I am beyond upset. I cannot recommenced this product and will never buy any Microsoft hardware device again.
33,5.0 stars,"  Surface pro 7 is the best 2 in 1 Windows device according to critics and you get to feel that from the first glance. The packaging & shipping is well done. The device shipped within the expected time frame.As for the device itself, I found the screen size  of 12.3 inches to be a little bit on the bigger side for a tablet mode but is perfect for laptop use. the screen colors are vibrant and supports touch. Windows Hello lets you sign into your account via face recognition, I find it to be more convenient than writing the password to login. I got the I5 8GB version and the windows 10 experience is very smooth for browsing the web, using Microsoft office and other productivity work. I believe for the average person there is no need to buy a higher specs, I5 can get the job done.Surface pro 7 experience is not complete without the Type cover keyboard and Surface pen. Both are a must if you want get the best out of the device and they are worth their price tags.I want to highlight that though this device is a 2-In-1, it is a significantly better laptop than a tablet. If you are looking for a better tablet experience you might want to checkout iPad devices."
34,5.0 stars,"  My Surface Pro 5 upped and died on me (dead battery cell which caused a complete system failure). Really unhappy that a two year old supposedly solid product crapped out on me, but up until then it had been a great machine.Bought the SP7 to replace it and I'm delighted. It's about 4 time as fast."
35,4.0 stars,"  I purchased this new surface after years of great service from my Surface pro 3.  It’s snappy, and everything I expect from a lightweight computer and more.  Two critiques:  the black finish scratches easily.  I added a skin to protect it.  Second it doesn’t play well with older Surface docking stations or Docks.  If you put the computer in sleep mode and the plug it into a dock , the video on a large monitor gives you trouble."
36,1.0 stars,"  My big problem with Microsoft Surface computer is that although the computer is very good, the batteries are of very bad quality. The tend to overheat and end up destroying the computer Itself. It has happened on tow Microsoft Surface recently purchased... in both cases the battery failed and destroyed both computers. It has never happened to me in 30 years. It is terrible to have this battery problem on computers from Microsoft that are supposedly high end"
37,1.0 stars,"  Was sent wrong product... I received surface pro 6 instead of surface pro 7... From others' comments, Im not the only one that this happened to... As if that wasn't enough the surface pro 6 didn't even work half the time... Had a hard drive issue preventing boot... So even if I hadn't noticed the bait and switch I would have been left with a faulty device"
38,4.0 stars,  Perfect light and powerful only thing missing is thunderbolt
39,1.0 stars,"  I was very excited to get this as i was planning to use it for my small business. I recieved the device in early June and everything seemed fine for the first 4 weeks. Then I started noticing the fan was getting loud while it was on but I thought maybe it would go away. It just got louder and stayed longer. I was past the 30 day Amazon return window so I went through Microsoft directly. The told me to send it back to them and they would send me a new device. Instead they sent me a refurbished device. I was unhappy with this since my brand new device was less than 2 mo the old and i don't know anyone that would pay over $1000 for a refurbished drvice. After speaking to several people, getting transferred to wrong departments and getting hung up on several times I was finally told that there is nothing they can do. I am an extremely disappointed customer and will never purchase a device from Microsoft in the future."
40,1.0 stars,  Horrible junk!!!!Quit working out of nowhere at six weeks out of the box. Amazon had nothing in stock and said could be up to two months or return and go buy elsewhere. Ok well that cost me an additional $400 for the same item in order to get back up and running  because microsoft and amazon sold a junk product withba comletitor price differential to get a new one same day.Awful product reliability and awful customer service. Lost twice and my wallet lost bigtime.Amazon wont stand behind their sold product and microsoft makes junk devices.
41,5.0 stars,"  Simply one of the best computers I've used for graphic design work, office work and school work. This is my second surface and I'm loving the upgrade. My last one I had since they first came out. I think it was about 12 years old. I handed it down to my daughter cuz it's still great. I'm sure the new one is going to last me even longer."
42,1.0 stars,  Your browser does not support HTML5 video.   I was initially pleased with my device. Then it needed an update that caused it not to power back on. They ended up sending me a replacement that I received today & it doesn't power on either. Over $1900 for a device that doesn't work. My frustration is through the roof! I will never spend this kind of money on a Microsoft device again. My HP touchscreen works better. So disappointed. Not sure how this will be resolved but stay tuned folks. I will follow up. Its Oct 22nd 2020. I still do not have a working device. I feel sick! 🤮
43,5.0 stars,"  Most powerful laptop I've ever owned and also the lightest and most expensive.  By the time you've added the docking station, headphones, HDMI converter cables, pen, and keyboard, you're probably spending close to $2000.  But - this tiny slim machine is so fast, so powerful.  It has become my sole computer for work and personal.  And it's a joy to travel with since everything tucks away neatly and the battery lasts across the Atlantic and back."
44,1.0 stars,"  Initially things seemed fine.  One week after I could no longer return the product... blue screen of death and I’m waiting to hear from the company.  Unless they stand behind their product, I recommend not doing business with them.  I will update my review if they step up to the plate and replace or refund.  Nothing else is acceptable."
45,1.0 stars,"  Purchased the Surface Pro 7 on 9/30/2020.  On 10/10/2020 it stopped working.  It would not turn on.  I called Amazon customer service and spoke to Brian.  He patiently attempted to get my tablet to work but was unsuccessful.  He got in touch with the Microsoft service representatives to troubleshoot my issue.  When I provided the product’s serial number, they told me that the product I purchased was a Surface Pro 5 and not a Surface Pro 7.Brian assisted me in getting a refund for the Surface Pro “7”.  I found out later that I purchased the item through a third party vendor.  If not for the product breaking down, I would have been stuck with a Surface Pro 5."
46,1.0 stars,  I must admit I am thoroughly disappointed in the performance of this device. Does not not meet expectations even though it was highly recommended.  I do moderate video editing and wanted something portable so I can work when away from home.  I guess my research before purchasing wasn't thorough enough.I have to constantly wait on the device to process rendering.  Even just merely opening explorer folders causes the device to freeze.  I am not where close to the maximum storage limit so that can't be the reason.  With 8fb Ram I expect better frankly.Now after spending over $1200 on this I find myself in the market for another device.
47,5.0 stars,"  If you have been using your phone apps it may take awhile to become totally comfortable with Microsoft but you can sync your cell phone to this device! That makes some things easier to use. I strongly recommend getting Microsoft 365, it is very useful if you need Word, Exel, Calendar, emails, etc. all in one place. Worth the price in my opinion."
48,5.0 stars,  This is my first purchase of a laptop and any surface product. I did my research on the device before purchasing because I'm doing remote learning and an art major so I already knew what I wanted in a laptop and the pro 7 delivered! I bought this laptop as new so I don't know the case for the rest of these reviews but mine came in the box sealed with plastic NEW WITH EVERYTHING WORKING. Screen works perfect as a laptop/tablet and connects well with my metro smart hotspot. The only downside is that I paid so much hoping for the sim card or esim option to be there but it wasn't and although the battery still needs improvement I find that if you allow the laptop to rest every hour the battery drains less. I work so I don't have to use it every second but something to keep in mind.
49,1.0 stars,"  After just one month of use, I got the UEFI booting issue which many others also reported online including on Microsoft's official tech support forum. I have tried all options suggested by Microsoft supports and none worked.  On these forums, many customers were just as unlucky as me. We have tried all combinations of holding/releasing various buttons for various time intervals, almost like just trying random combinations of a safe. The recovery usb didn't work either. The most favored answer on Microsoft's forum is actually just getting a replacement, which I can't due to obviously privacy issues. The local Microsoft store has been closed since the outbreak of coivd19. The bright side is it went broken so fast, fast enough before I saved much important work on it. Equivalently I paid $14K for a brick. Guess I am going to buy any Microsoft devices again?"
50,4.0 stars,  Battery life on this unit is a joke.  Must bring the charger everywhere.So far I like the computer overall.
51,5.0 stars,"  I waited a couple of years to move to a Surface.  Wasn't sure if it was more a tablet than a computer or computer than a tablet.  Got a couple of bucks and dove in.  So far, it is just what I wanted, a computer that works like a tablet.  The speeds are great. The screen fantastic. It takes my Office 365 with ease. The keyboard works great when I am not using the docking port. And the ease of the docking port allows me to use a 32"" screen with my Surface. I use online for most documents so the 128 SSD is plenty for what I need to store at home. Plus it coupled perfectly with my WD backup system.  I haven't  been disappointed yet and I don't expect to be.  Recommend this to anyone.  Unless you have to have high levels of storage or demand faster processing time this Surface at this price should meet all your needs."
52,1.0 stars,"  Bait-and-Switch scam. It is advertised as a Surface Pro 7, but you will receive a Pro 6. The first time I assumed was an honest mistake, returned, and re-order it. Second time. Same trick. I contacted the vendor, and they tried to convince me to keep it for a price difference.  This is an illegal practice to advertise goods which are an apparent bargain, with the intention of substituting inferior or more expensive goods.Both models look very similar and easily mistaken if you do not pay attention. The Surface Pro 7 has a USB-C oval port on the upper-right side. The Pro 6 has a mini-Display square port."
53,1.0 stars,"  MS Surface should not have this problem. Had happily used Surface for 3 years and finally decided to upgrade from Pro 4 to Pro 7. Excited when the product arrived and, like other Pro lovers, carefully put on the screen protector before switching it on. Immediately noticed the strange, evenly distributed horizontal lines at the bottom, about 3/5 of the entire screen. Restarted the machine after setting up was completed, the situation got worse (see picture). Seller- please explain and provide a solution."
54,3.0 stars,"  The device failed to charge just after my second attempt to fully charge it, thought it was the unit that is broken lucky enough it was only the charger. Tho having to shell out another 45 dollars to buy a new charger for a 6 days old device in a downer, hope amazon can make up for the additional cash outlay cos its not worth it. Batterry life is also bad really bad I think, I usually use  ms word and do some readings Im not even connected to wifi and the device is on battery saver yet I only get 3 to 5 hours of battery way far from what is claimed by microsoft. The rest its all good great camera, speakers, touchscreen."
55,5.0 stars,  I went through all of the reviews of all of the different products.  I wanted something that my wife (an artist) could use to draw and sketch -- that had good battery life that could also be used as a general purpose laptop.  I purchased an aftermarket pen -- and the microsoft keyboard.  She loves it.  The battery power appears as advertised and it works like any other windows 10 laptop.  The pen interface is exceptional.
56,2.0 stars,"  Not happy with the Surface Pro 7. I purchased a new Surface Pro 7 and every time it was powered up, it came up with the blue screen of death, it would collect data, then reboot normally. I returned it, and got another new Surface Pro 7; this new unit just decide to shut off randomly. Tech support said it was a known issue, and that I should make sure all the updates have been installed. I installed all the updates (about 20), and it still shuts off randomly. Looks like this one is going back, no more Surface Pro 7's."
57,4.0 stars,  There is a pixel defect in the upper left quadrant of my brand new Surface Pro 7. I like the Surface Pro and will purchase another one but they need better quality control.  Deal for Less provided a full refund in a timely manner.
58,1.0 stars,"  I purchased it end of Sep.  Didn't read it clearly that keyboard was not included (don't know why).  Ordered 1, was a mismatch.  Returned it then ordered another one.  It was a good match.  However, had hard time to connect it to Pro 7.  Thought the keyboard had a problem.  So I returned keyboard.  This time I ordered from the local Best Buy store.  Hoping that if there is any issue, Best Buy can help me.  I spent 2 hours in Best Buy store and it only worked 5 seconds.  That's it!  There is no customer service from Microsoft.  Amazon tech support is nice but they are not specialize on the products.  Sadly I have to return it.  I'll buy it from Best Buy because I can get help from the local store if there is any issue... Loved the touch screen though."
59,2.0 stars,"  I bought it for academic studies, software engineering. Just an excellent computer very powerful and runs everything.I am personally also satisfied with the battery life that provides me with no less than 7-6 hours****After two months of using the original charging socket computer stopped working, I found out that the warranty on the computer had already started, by March the warranty was valid, and I purchased the product in July,In addition to that the battery is very disappointing, the computer heats up a lot, many times the computer freezes and I have to turn it off and on to work with it again,Tablet mode not so convenient,"
60,5.0 stars,"  This is a nice tablet/lap top hybrid.  But, it is identical to my Pro 3 except for the i7 chip in the Pro 7.  But, that is not enough for me to justify spending the money.  Except for the i7 chips, it looks and acts like my Pro 3 so I returned it.  If you are looking for a tablet/laptop hybrid and don’t have a Pro, you will like this product."
61,5.0 stars,  Works great and no issues so far. I was surprised by the facial recognition feature. It’s pretty amazing to not type my password every time. The device is quick and easy to use. This isn’t so great for listening to music without headphones as the speakers are not very clear but I don’t need good speakers. The stand in the back feels a little flimsy but I have a case that covers it and has it’s own propping abilities so again doesn’t matter. The battery life compared to my Mac is unimpressive. It probably lasts 3-5 hours in use. It came new and turned right on.
62,3.0 stars,"  Touch screen is nice, pen input is great. You can't game almost anything in it, even though it is an i5. Minecraft is choppy.Battery... Oh boy! Save your bucks for other thing. Battery time is really lame, worse laptop battery I've ever had."
63,5.0 stars,  This is an amazing product. It's so fast and reliable. It really blows away other tablet computers and ultralight laptops.
64,2.0 stars,"  I've had my surface for about 8 months.  In that time it's been nothing but issue after issue.  It's constantly updating and every time it updates things get a little worse.  I can't keep a desktop picture, the screen just goes to black in a few days.  It will restart and suddenly go through the initial setup process all over again.  Once it even failed so hard I had to reinstall windows to fix it.  There are connectivity issues when other computers in the office are working fine.  All in all, I don't recommend buying a surface.  They seem to be problematic."
65,4.0 stars,"  This was a used tablet and looks NEW although there is a VERY small scratch in the glass, but it really isn't noticable.I bought a screen protector for it right away and will not use it until i put the protector on so as to not scratch it any more."
66,5.0 stars,  The processor is significantly faster than previous versions and the newer Ipad Pro.  I love the connectivity across my devices including using my phone app to sync my phone while I work without having to use two devices.
67,1.0 stars,  The seller sent a Surface Pro 4 in a Surface Pro 7 box.It broke down within 3 months of use because it was a 6 year old machine.  I only found out when the tech pro I called discovered it was not an actual Surface Pro 7...
68,5.0 stars,  I like everything about this tablet/laptop.  I only wish that Microsoft would design a cover for it that fits like a glove!
69,5.0 stars,  Bought it for my husband’s birthday gift. He is surprised and happy that I bought this for him cuz he wants to buy it for a while. I am glad he likes this birthday gift. He said it’s a perfect gift and the surface works as he expected. The camera quality is better than the iPad.
70,1.0 stars,"  tuve 2 con problemas, muy mala experiencia, la primera me duro una semana y despues se apago y nunca mas se prendio, la segunda el primer dia ya se apago y nunca se prendio, tambien tenga cuidado los que no viven en EEUU, yo vivo en Paraguay y devolvi las 2 tablet que no me funcionaron y  Amazon me devolvio el dinero de una nomas, me cobro 2, y me dijeron que ellos no se hacen responsables de productos que salen fuera de su pais, como cliente Prime que soy para mi no era la respuesta, sigo peleando para que me devuelvan el dinero"
71,3.0 stars,  DID NOT COME WITH THE KEYBOARD. I was under the impression that it included the keyboard for this used price. Should of went elsewhere.  Ive tested battery life in the mean time and it was below a typical refurb.
72,1.0 stars,"  I got this computer as a replacement for my touchscreen foldable samsung chrome book, let me say the first couple months were great with this computer but then I accidentally knocked the back of it with my phone, and it messed up like half of the screen. I payed over 700 dollars for this computer and a little knock to the back of it ruins the screen. The whole bottom is all pixelated and glitches with little dots all around the screen. I would not recommend it. I also don’t want to spend $450 to send it back and get it repaired only for it to potentially happen again. Will not buy again."
73,1.0 stars,  I paid so much money and not worth at all. I came from a 6 years old Mac and it it still way better computer. The only reason I bought it is because of the weight because it Is the lightest in the market but I totally regret paying so much. All the systems failure and trying to get it fix? Good luck waiting on the phone. Theirs stores are un-existing. Nothing like apple 1 and 1000 times better product
74,1.0 stars,"  The keyboard is not included and it has to be purchased separately, but when you look at the pictures it looks like it is included. This is really upsetting. You should let your customers clearly know what they’re buying."
75,1.0 stars,"  No recomiendo a nadie la microsoft surface pro 7. Si buscan en internet encontrarán que muchos usuarios reportan este mismo problema que ni microsoft ni en foros ni en servicio técnico sabe solucionar. Es un fracaso que un producto insignia como este para una compañía tan grande tengo este tipo de defectos. Ahora la voy a devolver esperando que hagan efectiva la garantía. Nota: no pude usar ni un solo día esta computadora e intenté de todo: actualizaciones, restauraciones entre otras cosas y nada."
76,5.0 stars,  Sold my ipad pro and bought this surface. So happy I purchased the surface. It's the best of both worlds.
77,3.0 stars,  I’ve had it a few mo this now and am still not the happiest with it. It had major problems with screen glitches. Had to delete and reload drives a couple of times.  Definitely not as good as I had hoped.
78,5.0 stars,  Pictured with keyboard and stylus.Keyboard and stylus not included.Incredibly deceptive.
79,3.0 stars,"  Actually enjoyed this product until the device completely stopped working after 2 weeks of use. Lost photoshop files I hadn't yet backed up, so you can imagine I was rightly upset. Was just getting to know the product and liking it, but I do not know if I will ever try purchasing with this seller again."
80,3.0 stars,  Did satisfy mid to heavy usage on day to day basis. Poor battery life.
81,4.0 stars,  Not the sellers fault. I ordered one of these and the one that I got had a hardware issue with its wifi component. I returned it and got reimbursed for the one I purchased. It might have been a fluke accident. No wifi is reason for the 4 star. The surface itself is amazing.
82,3.0 stars,  Description claims I would be receiving a Surface Pro 7 but what I got was a Surface Pro 6.Machine runs well enough but I needed the Iris Plus graphics that is in the current generation.
83,5.0 stars,"  Extremely fast! (I5 , 8gb ram).This is my third surface pro.I'm using with my old (and still perfect) surface keyboard (Pro 4 version).The battery charges much faster than previous versions."
84,5.0 stars,"  Got this a month or so ago and it's been great! Touch screen is nice. Got a keyboard and mouse to add on. And the pen. It's been a great help with documenting. I thought it came with Office access. I guess it does, I just didn't realize you had to pay to activate it."
85,5.0 stars,"  The Surface Pro is very lightweight and I am looking forward to taking it on trips.  Haven't used it much yet, but it was very easy to set up.  I also got the typing cover and it's great."
86,5.0 stars,  Good item. I owned a Surface pro and loved it. Had issues with activating the license but my work IT person was able to get me a new corporate license.
87,5.0 stars,  Overall experience it's more than great.the only complain is once you multitasking it becomes really hot.I do recommend it
88,1.0 stars,"  Loved the product when I received it....but less than 3 weeks , it won't even power up. Reached out to the seller today. Hope they positively respond ASAP."
89,5.0 stars,  My wife loves it! She has been trying various things and so far has been very happy. She hasnt really messed with camera yet so i can't comment on that just yet. It came in quickly. It was fairly easy to set up even though she was only slightly familiar with Windows 10. Ithink her favorites are the art apps that are available.
90,4.0 stars,  UPDATE:Replacement surface is great. After a brief scare where it wasn't charging the Surface is an awesome tool. The mix of functionality makes it great to go from the office to the couch.Original:Currently busted out of the box. Wont turn on unless its plugged in and when it does I see a thermometer screen. Shouldn't happen on day/when it's cold to the touch. Will update when the replacement gets here.
91,5.0 stars,"  Thae device is well known, but i want to appraise the seller, “Arsenal pc”, the best seller i guess with 5 star Customer satisfaction.."
92,2.0 stars,  Not at all that they made this up to be - should have returned it when I had the chance!!
93,5.0 stars,"  Works great,  lightweight and portable.  We had to upgrade due to batteries dying on older models.  Wish they were easier to replace."
94,5.0 stars,  This surface pro is incredible sleek and easy to use. I appreciate the mouse and the keyboard (which I bought separately) as well as how fast it is.
95,3.0 stars,  Crashed with MTG arena on low and messanger video chat. Could not run simultaneously.
96,1.0 stars,"  It was the wrong model and it didn't include the new USB-C interface and the advertised processor. However, they did provide 1T of space for free."
97,5.0 stars,  amazing item and packaging
98,5.0 stars,  Easy set up. Much more versatile with keyboard bought separately. Bright screen and excellent display. Battery life as advertised.
99,5.0 stars,"  I love this computer, lots of memory, fast, and a good size to carry around."
100,2.0 stars,  No keyboard attached to the item? And no description anywhere?
101,1.0 stars,  First unit was lost in shipment. Took another 30 days to get a new shipment. Now I cannot get the OS to activate. Have tried all methods for activation. Cannot get anyone at MS to stay on the phone (have been hung up on 3 times). My online MS account keeps logging me out before I can create an online help request. Complete waste of money for me.
102,5.0 stars,"  Doesn’t have the longest battery life but that may be because I use heavier duty programs all at once. Had some issues with WiFi connectivity but it fixed itself. Touchscreen is useful for digital graphics and editing. Also very easy to learn, this is my first non apple computer."
103,5.0 stars,  pretty powerful. Touchscreen not the most sensitive but I'm getting used to it
104,5.0 stars,"  So far so good, had a few days...came quickly, started right up. Connected keyboard, recommend a microsoft keyboard, some others may not work.. Have pen, works great with this surface pro."
105,5.0 stars,  Just bought one for wife.  It's a really nice laptop/tablet.  No regret.
106,5.0 stars,"  Best computer I have ever used. Compact, easy to use for presentations and so portable from desk to couch!"
107,1.0 stars,"  Please use caution purchasing this product. I thought I was buying Microsoft Pro 7, but it was not. First, the computer kept cutting out, freezing and failing.  I went to do a factory reset and discovered I was sold Microsoft Pro 4 disguised as the 7. Computer did not work for more than one day before problems began. Very disappointed."
108,5.0 stars,  Not a thing wrong with this product. If you are looking for a new computer this should be it!
109,5.0 stars,"  Got for my daughter, she loves. Super helpful for college."
110,1.0 stars,  False advertising!?!  Why are there pictures everywhere of the this device with a keyboard but it does not come with it?  I have only opened the box and very disappointed to learn I need to spend more $.  There is no mention of this important fact of the product in the Technical Details section either.
111,5.0 stars,  I bought this for my daughter.  She loves it
112,1.0 stars,  Lasted less than one week and was dead as a thousand dollar doorstop right before important presentation. Never again will I trust a Surface. Zero Stars. Like a dead animal in the road.
113,5.0 stars,  It's as described the only thing that I noticed about it the screen light is playing on the back.
114,4.0 stars,"  Great little computer, very powerful."
115,2.0 stars,"  The Surface gives me what I want. The pictures that were given, showed that the Surface had a USB C port but the surface that I got has a mini displayport instead. I checked and found out that Surface Pro 7 don't have mini displayports, I was sent the wrong Surface Pro."
116,5.0 stars,  Great little computer
117,5.0 stars,  Great price - Better then my discount at the MS store. Added protection policy - again better then the MS store! We could not be happier with our purchase. Will continue to buy in the future!
118,5.0 stars,  I'm still trying to figure out how to charge the pc using the usb c port
119,5.0 stars,  I absolutely love my Surface. Exceeds all of my expectations.
120,4.0 stars,"  Feels great to use. The touchscreen is very smoothThe Screen is outstanding bright and clearI have just one problem the storage size is limited, Starting storage should never be under 256GB could cripple your surface if you use alot of storage"
121,1.0 stars,  Turned this unit. Vea U P S. never used it.
122,5.0 stars,"  My best friend is a single mom and I bought this for her very studious daughter.  She was elated with the gift and is now writing every day, reading, and researching her interests.  Great sale and tracking! Top Notch quality products! Thank you!"
123,5.0 stars,  Surface Pro 7 is a good and balanced  incremental tablet product evolution.
124,5.0 stars,  Excellent product. I had the Pro 4 and was so pleased with that product that getting the Pro 7 was a no-brainer.
125,1.0 stars,"  I lifted this out of the box and there were fingerprints all over the screen.  So, NOT NEW!!!!!! Returning."
126,1.0 stars,  I have received an older generation surface pro instead of the 7 and return requests are not being responded to.
127,5.0 stars,  Freaking amazing!
128,5.0 stars,  Great product & deal!Recommended!
129,5.0 stars,  It came as advertised. Renders photos and runs full windows smoothly. The build is amazing for the price.
130,5.0 stars,  Food produce better than iPad it depends on what u need it for.....  I feel the key pad should be included with a pen for the total price
131,5.0 stars,"  So easy to carry around, and so clear, and fast!"
132,5.0 stars,"  Absolutely love this tablet. Worth every penny, and I'm very happy that I bought it. I use it for work and drawing."
133,5.0 stars,  Glove this computer!
134,5.0 stars,"  The whole thing is pretty good, but the endurance is a little poor."
135,5.0 stars,"  It is my first Surface Pro. Very light weight laptop for python and java coding work. The tablet function provides very good movie experience. The battery life is about 8 hours under normal web browser, video and office work. Nice to have!"
136,5.0 stars,  really quiet and and able to play Minecraft just fine.
137,5.0 stars,  order came as described. very happy with purchase.
138,5.0 stars,  Nice
139,4.0 stars,"  Es una maquina excepcional.  El único inconveniente es la duración de la batería, pues un manejo continuo no alcanza para todo el dia y obliga a activar el ""ahorro de bateria"" del sistema."
140,1.0 stars,  Microsoft's customer service is unhelpful and refusing to honor 1 year warranty 10 months after purchase
141,1.0 stars,"  No me llego lo que pedi, yo compre con 16 Gb de ram y me llego 4GB, igual el disco llego diferente"
142,5.0 stars,  Love it
143,5.0 stars,  Love
144,1.0 stars,  I have used Surfaces for years and needed a replacement for a company.  This unit came re-shrink wrapped. The power cord was bundled together with rubber bands. Not packaged as a new unit. Misleading product title.
145,5.0 stars,  The function speed is most helpful.
146,5.0 stars,  Great purchase
147,5.0 stars,  Very good product!
148,5.0 stars,  The laptop i was looking for four years. Lite and powerful.
149,4.0 stars,"  Very good, has good life, play some games on it and hold up and can go from keyboard to touch screen so you can work if you don’t have the other."
150,1.0 stars,"  The laptop initially had title promising to be attached with a red KEYPAD, which didn't come in the package. Now the title of the product has changed (they removed the 'with keypad"" part)."
151,5.0 stars,"  Performs beyond expectations. Far exceeds performance of Notebooks for students, Higly reccomended for College Students."
152,5.0 stars,  Original product
153,5.0 stars,  Love it so far
154,5.0 stars,  Excelent product
155,1.0 stars,  Tablet keeps glitching. Takes me out of app open tabs while in internet browser. And sometimes my session is restorable. And there’s most times where i lose everything i was working on.
156,4.0 stars,  restart once a while for a day
157,5.0 stars,  Great!
158,5.0 stars,  Awesome
159,5.0 stars,  Bought this for my daughter for school and her hobbies.  Works good for gaming also
160,3.0 stars,  Misrepresentation. Shows keyboard and you don’t get one much less red!
161,2.0 stars,  Surface came without keyboard even though was pictured and never stated device only.
162,3.0 stars,  The surface pro cannot be charged since the transformer is not working! I have to buy a new one which costs nearly US$100 for replacement!!!
163,5.0 stars,  fast & good condition
164,5.0 stars,  I love this computer.  It's not built for real gaming but everything else it does with ease.
165,1.0 stars,  Product description saids New. but when open box it was used or refurbished or something.definitely not new. =(
166,1.0 stars,  does not start
167,5.0 stars,  The tablet is fantastic. Works super fast Durable and easy to use.
168,1.0 stars,  Couldn't use it for more than 5 minutes until it crashed to a blue screen of death. nothing running except an internet browser.
169,5.0 stars,"  Great ‼️ Fast, error free,  love the touch screen. Best tablet available"
170,4.0 stars,  I replaced my Surface 4 that died. Overall better but the touch screen is a little tougher to use.
171,1.0 stars,  I got the device with an audio defect problem the speakers don’t work at all i have to plug in my earphones to listen
172,1.0 stars,"  Requested a SP7 and received a SP4. Also the item seemed used, since the warranty was only 11 months (checked serial number)."
173,5.0 stars,"  Worth the price and got here in half the time. If you're on the ropes and you were looking for a sign, here it is!"
174,5.0 stars,"  NOS GUSTARIA SABER SI ESTA TABLE NO VIENE ACOMPAÑADA DE UN LAPIZ PARA ESCRIBIR, YA QUE LA MISMA NO LO TRAJO"
175,5.0 stars,"  Extremadamente práctico y funcional, me parece muy comodo y se adapta perfectamente a la computadora"
176,4.0 stars,"  I love this surface. It’s amazing, but camera quality isn’t the best. Overall it’s great and worth the money."
177,5.0 stars,"  Very happy with this product, a perfect solution for my college kid!"
178,4.0 stars,  Does not include keyboard shown
179,5.0 stars,  Love it works great
180,5.0 stars,  Use as a secondary laptop
181,4.0 stars,  Speedy and easy to use
182,5.0 stars,  Do you have sell keyboard to go with this?
183,5.0 stars,  The item is as discriped and arrived earlier than mentioned
184,5.0 stars,  Best thing for students
185,1.0 stars,  Totally a garbage one. It seems my money goes in vain.
186,5.0 stars,"  Excellent surface, it likes a laptop with extra steps!"
187,5.0 stars,  Very useful
188,1.0 stars,  Don't waste your money.
189,5.0 stars,  Great For work if you work on the go.Absolutely love it
190,5.0 stars,  Best laptop
191,5.0 stars,  Excellent performance and great design
192,5.0 stars,  It’s difficult to use Without keyboard and mouse.
193,5.0 stars,  Awesome and very powerful device
194,5.0 stars,  Very powerful computer
195,5.0 stars,  Monster product
196,5.0 stars,  Amazing
197,5.0 stars,  Easy to use. Less battery life
198,3.0 stars,"  I expected a lot from this Microsoft Surface Pro 7.  Technology has come so far...I've had an Apple iPad for years...it's not new (so old, in fact, that I can't remember what version or what size it is).  I certainly expected this brand-new tech to beat that old iPad.This has a lovely picture, but it has a lot of dead-space around the edge.  I have no idea why we should have so much dead space around the edge of a screen.  I get it that some is normal, but this is almost an inch all around.The ability to flip from landscape to portrait views is painfully slow.The touch screen is very slow, and sometimes doesn't notice my touch at all.I have had repeated incidents of the tablet not noticing that I need a keyboard.  Trying everything, I finally had to go to my laptop to complete my task.It does have nice video, sound, and can handle my typical multiple-tasks and multiple-tabs open at once.I have been using this mainly for school, and for that it's ""okay"".  The inability to depend on the keyboard or touch screen is an issue.  Right now it's pretty much an e-reader and back up to my laptop.I hope I got a lemon, and that others do not have to deal with these issues.  This is a lot of money to pay for something that doesn't work properly."
199,1.0 stars,"  Dislike: everything!  I only use this because it’s my work laptop that my company bought.  I wish it was a Mac.  Mac’s are so much faster and efficient!  I have lots of problems with the Surface Pro, internal and external."
200,2.0 stars,"  1/ Surface pro 7 so much hotter than Surface pro 6, hot as hell when normal using. When charge i think this Surface pro 7 can burn...2/ I have 2 bright pixel on screen, so bad Hardware3/ Battery very bad, i think just like 70% battery life surface pro 6Never buy Surface one more time. Wasted my money !"
201,5.0 stars,"  There are several technical reviews available if you're interested in more specific details related to this model.From a non technical perspective, the Microsoft Surface Pro 7 is basically a really well designed laptop without the keyboard.I love the fact that it turns on and off fairly quickly. After the device is put to sleep, it turns back on almost instantly when you push the power button to wake it up from sleep.Operation of apps and programs are fast and smooth. It is Windows 10, and has all of the wonderful features that Windows 10 provides.There are only a few minor cons that I have noticed so far.Depending on the program you are using, you may benefit from having a bluetooth mouse available. I have not figured out a work around yet for when I need to drag and drop, or right click, without having a physical mouse type device to assist.The on screen keyboard is actually pretty good, but I found for my purposes, that having a physical keyboard to type on works better for me.I did eventually purchase a basic cover and keyboard combination for a little bit of protection and the ability to type while sitting on the couch with the device on my lap. I have basically turned my tablet into a laptop.Overall I am very happy with the function and operation of the device."
